Invoice_Date,Invoice_Number,Account_Number,Tracking_Number,Service_Type,Origin_City,Origin_State,Origin_Zip,Dest_City,Dest_State,Dest_Zip,Zone,Actual_Weight,Billed_Weight,Dimensional_Weight,Length,Width,Height,Published_Charge,Net_Charge,Residential_Surcharge,Address_Correction_Fee,Fuel_Surcharge,Peak_Surcharge,Large_Package_Surcharge,Saturday_Delivery_Fee,On_Time_Delivery,Days_In_Transit
2024-03-10,UPS2025082324,987654321,1Z999AA10898917497,GROUND,Houston,IL,10001,Denver,MA,33101,3,69.6,191.6,90.9,33.0,21.4,17.9,113.39,215.76,0,0,7.37,0,95.0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10910788426,2ND_DAY_AIR,Los Angeles,NY,77001,Miami,FL,98101,3,137.6,270.3,23.4,22.7,7.8,18.4,452.06,486.64,5.2,0,29.38,0,0,0,1,2
2024-03-10,UPS2025082324,987654321,1Z999AA10442903988,GROUND,Los Angeles,CA,77001,Seattle,WA,80201,2,139.3,139.3,15.5,10.0,30.7,7.0,288.09,330.02,5.2,18.0,18.73,0,0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10549922984,NEXT_DAY_AIR,Chicago,TX,10001,Phoenix,FL,85001,2,25.1,141.8,141.8,21.2,27.5,33.8,382.54,502.41,0,0,24.87,0,95.0,0,1,1
2024-03-10,UPS2025082324,987654321,1Z999AA10725237870,GROUND,Chicago,NY,10001,Denver,FL,85001,7,143.5,143.5,14.1,9.4,10.2,20.4,322.77,343.75,0,0,20.98,0,0,0,1,5
2024-03-10,UPS2025082324,987654321,1Z999AA10758911111,3_DAY_SELECT,Los Angeles,IL,60601,Denver,MA,33101,3,59.2,59.2,37.9,16.9,20.5,15.2,164.72,180.63,5.2,0,10.71,0,0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10579144394,GROUND,Chicago,IL,10001,Boston,AZ,85001,6,68.2,68.2,67.2,41.6,8.5,26.4,147.93,270.55,0,18.0,9.62,0,95.0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10564207197,GROUND,Los Angeles,CA,90001,Seattle,CO,02101,8,45.4,134.1,134.1,28.2,19.5,33.9,103.52,205.25,0,0,6.73,0,95.0,0,1,5
2024-03-10,UPS2025082324,987654321,1Z999AA10705969972,2ND_DAY_AIR,Houston,CA,90001,Seattle,AZ,80201,4,75.5,75.5,43.3,24.1,32.0,7.8,91.91,192.88,0,0,5.97,0,95.0,0,1,2
2024-03-10,UPS2025082324,987654321,1Z999AA10195997458,NEXT_DAY_AIR,Chicago,IL,77001,Miami,FL,85001,6,51.2,51.2,35.2,34.5,10.9,13.0,141.29,150.47,0,0,9.18,0,0,0,1,1
2024-03-10,UPS2025082324,987654321,1Z999AA10623390263,NEXT_DAY_AIR,New York,NY,60601,Miami,MA,98101,6,106.4,106.4,58.8,17.2,13.3,35.7,239.65,373.43,5.2,18.0,15.58,0,95.0,0,1,1
2024-03-10,UPS2025082324,987654321,1Z999AA10102696688,GROUND,Los Angeles,CA,77001,Boston,CO,02101,2,3.1,75.9,75.9,17.1,30.7,20.1,81.85,200.17,0,18.0,5.32,0,95.0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10197511815,GROUND,Los Angeles,CA,77001,Miami,WA,33101,6,113.3,113.3,27.3,8.7,16.4,26.6,213.55,227.43,0,0,13.88,0,0,0,1,4
2024-03-10,UPS2025082324,987654321,1Z999AA10768924911,GROUND,New York,NY,77001,Phoenix,WA,02101,4,80.3,111.2,111.2,26.2,34.7,17.0,152.43,262.54,5.2,0,9.91,0,95.0,0,1,4
2024-03-10,UPS2025082324,987654321,1Z999AA10782519484,GROUND,Los Angeles,NY,10001,Seattle,WA,98101,4,135.3,220.2,18.6,11.6,17.1,13.0,390.4,420.98,5.2,0,25.38,0,0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10819689814,GROUND,New York,CA,10001,Phoenix,AZ,98101,6,62.9,134.1,87.9,19.9,33.0,18.6,175.71,282.13,0,0,11.42,0,95.0,0,1,5
2024-03-10,UPS2025082324,987654321,1Z999AA10684752079,3_DAY_SELECT,Chicago,TX,77001,Denver,FL,85001,7,108.3,108.3,34.6,14.8,9.3,34.9,143.09,265.39,0,18.0,9.3,0,95.0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10884575842,GROUND,Los Angeles,NY,10001,Boston,WA,85001,2,109.0,109.0,22.8,40.8,7.6,10.2,203.14,216.34,0,0,13.2,0,0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10607784462,NEXT_DAY_AIR,Los Angeles,CA,77001,Miami,CO,85001,7,110.5,164.4,164.4,22.6,31.5,32.1,297.22,427.54,0,0,19.32,0,95.0,16.0,1,1
2024-03-10,UPS2025082324,987654321,1Z999AA10371589351,2ND_DAY_AIR,Los Angeles,TX,90001,Denver,FL,98101,2,139.1,139.1,16.6,23.9,10.7,9.0,121.09,152.16,5.2,18.0,7.87,0,0,0,1,2
2024-03-10,UPS2025082324,987654321,1Z999AA10513177663,GROUND,New York,NY,90001,Miami,CO,98101,4,24.4,293.3,293.3,43.9,33.4,27.8,273.48,409.46,5.2,18.0,17.78,0,95.0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10405796247,GROUND,Chicago,IL,60601,Seattle,FL,80201,8,18.2,56.3,56.3,28.5,18.3,15.0,128.1,136.43,0,0,8.33,0,0,0,1,5
2024-03-10,UPS2025082324,987654321,1Z999AA10345770429,GROUND,Los Angeles,IL,77001,Denver,CO,98101,7,94.1,94.1,61.4,21.4,14.3,27.9,104.27,211.25,5.2,0,6.78,0,95.0,0,1,5
2024-03-10,UPS2025082324,987654321,1Z999AA10740447789,NEXT_DAY_AIR,Chicago,IL,10001,Phoenix,MA,85001,5,143.7,143.7,117.0,21.3,30.3,25.2,330.25,451.92,5.2,0,21.47,0,95.0,0,1,1
2024-03-10,UPS2025082324,987654321,1Z999AA10552369580,GROUND,New York,TX,90001,Seattle,MA,02101,4,60.6,137.1,137.1,45.7,22.3,18.7,137.93,247.1,5.2,0,8.97,0,95.0,0,1,4
2024-03-10,UPS2025082324,987654321,1Z999AA10143152703,GROUND,New York,CA,77001,Denver,MA,33101,4,19.5,153.2,153.2,19.1,32.8,34.0,234.54,362.79,0,18.0,15.25,0,95.0,0,1,4
2024-03-10,UPS2025082324,987654321,1Z999AA10692528491,GROUND,Chicago,NY,10001,Phoenix,WA,98101,2,140.0,184.4,184.4,45.7,20.7,27.1,433.12,574.27,0,18.0,28.15,0,95.0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10876244822,3_DAY_SELECT,Los Angeles,TX,60601,Boston,FL,80201,5,31.5,56.6,56.6,29.8,16.1,16.4,154.67,169.92,5.2,0,10.05,0,0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10899692958,GROUND,Chicago,IL,60601,Phoenix,CO,98101,3,146.5,326.0,23.6,41.3,6.5,12.2,419.3,446.55,0,0,27.25,0,0,0,1,4
2024-03-10,UPS2025082324,987654321,1Z999AA10391528445,GROUND,Houston,IL,90001,Phoenix,WA,85001,5,25.5,31.2,31.2,19.5,23.9,9.3,49.98,53.23,0,0,3.25,0,0,0,1,5
2024-03-10,UPS2025082324,987654321,1Z999AA10745367253,GROUND,Houston,IL,77001,Miami,FL,80201,4,123.9,123.9,62.0,18.3,20.3,23.2,227.0,354.76,0,18.0,14.76,0,95.0,0,1,4
2024-03-10,UPS2025082324,987654321,1Z999AA10361372994,GROUND,Los Angeles,CA,10001,Boston,FL,98101,2,146.1,340.2,88.8,34.9,12.2,29.0,280.41,409.64,0,0,18.23,0,95.0,16.0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10763437050,2ND_DAY_AIR,New York,IL,90001,Denver,FL,02101,4,126.7,126.7,20.3,34.2,8.6,9.6,254.94,276.71,5.2,0,16.57,0,0,0,1,2
2024-03-10,UPS2025082324,987654321,1Z999AA10107578384,2ND_DAY_AIR,Chicago,CA,77001,Miami,WA,98101,2,94.3,227.0,34.4,9.7,23.6,20.9,511.92,640.19,0,0,33.27,0,95.0,0,1,2
2024-03-10,UPS2025082324,987654321,1Z999AA10511789606,3_DAY_SELECT,New York,TX,60601,Denver,CO,02101,4,102.4,253.3,253.3,36.6,28.8,33.4,521.45,650.34,0,0,33.89,0,95.0,0,0,4
2024-03-10,UPS2025082324,987654321,1Z999AA10742415629,GROUND,Houston,NY,90001,Phoenix,CO,02101,4,41.5,41.5,24.1,9.6,25.3,13.8,108.05,120.27,5.2,0,7.02,0,0,0,1,5
2024-03-10,UPS2025082324,987654321,1Z999AA10174271802,GROUND,Chicago,NY,60601,Phoenix,AZ,98101,3,88.7,88.7,19.4,13.8,18.6,10.5,138.56,152.77,5.2,0,9.01,0,0,0,1,4
2024-03-10,UPS2025082324,987654321,1Z999AA10836380151,2ND_DAY_AIR,New York,IL,60601,Phoenix,CO,80201,7,106.5,187.6,187.6,27.3,32.6,29.3,446.71,593.95,5.2,18.0,29.04,0,95.0,0,1,2
2024-03-10,UPS2025082324,987654321,1Z999AA10162666005,GROUND,Los Angeles,IL,77001,Phoenix,AZ,02101,4,113.8,190.2,56.8,31.9,16.4,15.1,263.21,280.32,0,0,17.11,0,0,0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10709909046,GROUND,Houston,IL,60601,Seattle,AZ,85001,8,84.4,124.0,124.0,47.3,14.4,25.3,95.05,235.43,5.2,18.0,6.18,0,95.0,16.0,1,3
2024-03-10,UPS2025082324,987654321,1Z999AA10695477326,NEXT_DAY_AIR,Chicago,IL,77001,Phoenix,WA,98101,5,142.5,142.5,107.0,37.5,11.2,35.4,272.24,384.94,0,0,17.7,0,95.0,0,1,1
2024-03-10,UPS2025082324,987654321,1Z999AA10717210051,GROUND,Chicago,IL,90001,Miami,FL,80201,8,81.9,81.9,24.7,22.3,6.5,23.7,215.07,229.05,0,0,13.98,0,0,0,1,5
2024-03-10,UPS2025082324,987654321,1Z999AA10463695025,GROUND,New York,TX,10001,Miami,FL,80201,5,9.0,97.3,97.3,21.0,29.0,22.2,233.56,343.74,0,0,15.18,0,95.0,0,1,4
2024-03-10,UPS2025082324,987654321,1Z999AA10285466546,2ND_DAY_AIR,Houston,IL,90001,Boston,CO,33101,2,11.8,104.6,49.4,24.7,31.6,8.8,106.24,226.15,0,18.0,6.91,0,95.0,0,0,3
