Invoice_Date,Invoice_Number,Account_Number,Tracking_Number,Service_Type,Origin_City,Origin_State,Origin_Zip,Dest_City,Dest_State,Dest_Zip,Zone,Actual_Weight,Billed_Weight,Dimensional_Weight,Length,Width,Height,Published_Charge,Net_Charge,Residential_Surcharge,Address_Correction_Fee,Fuel_Surcharge,Peak_Surcharge,Large_Package_Surcharge,Saturday_Delivery_Fee,On_Time_Delivery,Days_In_Transit
2024-05-18,UPS2025085975,987654321,1Z999AA10967832970,GROUND,New York,CA,60601,Phoenix,CO,80201,3,127.2,273.3,101.8,39.9,20.5,17.3,406.23,545.63,0,18.0,26.4,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10404550617,NEXT_DAY_AIR,Los Angeles,TX,60601,Boston,WA,85001,8,67.4,166.9,81.5,29.5,13.2,29.1,488.02,619.94,5.2,0,31.72,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10116135848,GROUND,Chicago,IL,90001,Phoenix,AZ,02101,4,59.9,187.2,187.2,28.4,28.1,32.6,464.94,608.16,0,18.0,30.22,0,95.0,0,0,4
2024-05-18,UPS2025085975,987654321,1Z999AA10954544845,2ND_DAY_AIR,Los Angeles,IL,77001,Seattle,MA,80201,3,73.3,73.3,47.2,24.4,14.7,18.3,102.32,126.97,0,18.0,6.65,0,0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10506708281,GROUND,Los Angeles,NY,60601,Phoenix,FL,33101,5,106.2,211.1,82.5,19.9,29.7,19.4,397.66,523.71,5.2,0,25.85,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10281038859,2ND_DAY_AIR,Chicago,CA,10001,Seattle,WA,80201,3,142.8,142.8,46.8,11.2,17.4,33.4,305.54,425.6,5.2,0,19.86,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10385617335,NEXT_DAY_AIR,Los Angeles,IL,60601,Seattle,CO,33101,8,33.8,33.8,28.3,43.6,9.4,9.6,145.43,160.08,5.2,0,9.45,0,0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10632996583,GROUND,Chicago,IL,60601,Miami,AZ,33101,3,48.5,149.0,149.0,42.1,24.6,20.0,244.87,355.79,0,0,15.92,0,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10710700055,2ND_DAY_AIR,Los Angeles,IL,77001,Denver,AZ,02101,5,9.3,106.9,106.9,32.4,15.7,29.2,278.23,391.31,0,0,18.08,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10147395202,2ND_DAY_AIR,Los Angeles,TX,60601,Phoenix,AZ,02101,4,105.7,105.7,67.4,41.4,18.7,12.1,138.38,242.37,0,0,8.99,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10519753759,2ND_DAY_AIR,Chicago,CA,90001,Denver,CO,80201,2,56.3,56.3,6.6,11.1,11.6,7.1,87.27,98.14,5.2,0,5.67,0,0,0,0,3
2024-05-18,UPS2025085975,987654321,1Z999AA10741361699,GROUND,Houston,NY,10001,Boston,WA,98101,6,48.3,169.8,169.8,23.5,32.3,31.1,247.2,363.47,5.2,0,16.07,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10400273234,GROUND,New York,TX,10001,Phoenix,CO,80201,3,95.3,95.3,45.9,11.1,23.1,24.9,219.94,329.24,0,0,14.3,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10537763276,GROUND,Los Angeles,IL,77001,Boston,WA,98101,8,119.1,119.1,53.6,8.9,24.0,34.9,171.61,277.76,0,0,11.15,0,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10531275957,GROUND,Houston,NY,77001,Seattle,MA,33101,8,120.4,186.1,36.7,21.6,32.8,7.2,113.3,215.66,0,0,7.36,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10921080384,GROUND,New York,TX,10001,Miami,MA,85001,6,138.6,460.2,288.7,44.6,27.1,33.2,573.9,711.4,5.2,0,37.3,0,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10449226232,NEXT_DAY_AIR,Houston,TX,10001,Denver,AZ,98101,2,43.5,66.2,66.2,30.4,19.4,15.6,204.01,312.27,0,0,13.26,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10257278148,GROUND,Los Angeles,CA,90001,Boston,FL,33101,8,121.5,166.3,166.3,31.9,24.4,29.7,115.19,217.68,0,0,7.49,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10138368429,3_DAY_SELECT,New York,NY,10001,Seattle,WA,85001,5,95.6,220.1,51.8,26.1,10.3,26.8,505.18,633.02,0,0,32.84,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10870213696,GROUND,Los Angeles,CA,77001,Boston,CO,33101,8,5.3,111.1,111.1,27.7,34.0,16.4,198.25,306.14,0,0,12.89,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10811779318,GROUND,New York,TX,77001,Miami,CO,80201,6,68.1,135.0,135.0,32.4,29.7,19.5,275.38,393.48,5.2,0,17.9,0,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10725384997,NEXT_DAY_AIR,Chicago,CA,60601,Miami,WA,85001,5,139.8,139.8,48.4,16.3,16.9,24.4,233.27,343.43,0,0,15.16,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10201115814,NEXT_DAY_AIR,Houston,TX,60601,Seattle,WA,85001,3,109.0,214.1,9.8,9.0,21.4,7.1,205.2,242.49,0,18.0,13.34,5.95,0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10462467539,NEXT_DAY_AIR,New York,NY,60601,Phoenix,CO,33101,7,149.6,149.6,75.9,36.7,8.1,35.5,164.35,270.03,0,0,10.68,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10185418962,GROUND,New York,NY,90001,Miami,MA,85001,2,59.4,185.1,185.1,42.6,28.9,20.9,447.8,589.91,0,18.0,29.11,0,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10679828991,NEXT_DAY_AIR,Houston,IL,90001,Boston,MA,33101,4,136.7,136.7,109.7,22.4,28.6,23.8,200.85,314.11,5.2,0,13.06,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10383847943,GROUND,Chicago,CA,60601,Phoenix,FL,98101,5,97.8,97.8,64.9,47.4,24.1,7.9,173.46,279.73,0,0,11.27,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10237853859,3_DAY_SELECT,New York,TX,77001,Phoenix,FL,85001,8,66.1,66.1,19.1,13.0,23.0,8.9,166.32,177.13,0,0,10.81,0,0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10314921772,3_DAY_SELECT,Los Angeles,IL,90001,Phoenix,CO,80201,7,127.1,210.4,210.4,39.4,27.7,26.8,216.54,330.82,5.2,0,14.08,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10671976144,GROUND,Houston,TX,10001,Phoenix,MA,02101,3,8.0,11.9,11.9,6.3,12.5,21.0,43.06,51.06,5.2,0,2.8,0,0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10546635076,GROUND,Houston,TX,60601,Seattle,CO,80201,2,23.2,49.9,49.9,46.1,7.1,21.2,48.83,147.0,0,0,3.17,0,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10631627557,2ND_DAY_AIR,Chicago,IL,90001,Miami,MA,98101,4,78.9,78.9,57.7,14.6,32.1,17.1,214.89,323.86,0,0,13.97,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10941605555,2ND_DAY_AIR,Houston,CA,10001,Boston,MA,80201,4,69.6,225.6,141.9,44.5,23.7,18.7,527.56,662.05,5.2,0,34.29,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10426282446,GROUND,Los Angeles,NY,77001,Denver,CO,80201,7,52.9,388.2,186.8,31.8,25.2,32.4,722.07,869.95,0,0,46.93,5.95,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10106769644,2ND_DAY_AIR,Chicago,TX,60601,Miami,WA,02101,7,3.7,11.3,11.3,6.2,17.9,14.1,60.0,69.1,5.2,0,3.9,0,0,0,0,3
2024-05-18,UPS2025085975,987654321,1Z999AA10333100263,2ND_DAY_AIR,New York,NY,77001,Phoenix,CO,33101,7,94.0,94.0,88.2,43.7,7.9,35.5,243.92,354.77,0,0,15.85,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10806623520,2ND_DAY_AIR,Chicago,TX,77001,Boston,WA,85001,4,146.2,146.2,39.6,39.0,11.2,12.6,135.68,149.7,5.2,0,8.82,0,0,0,0,3
2024-05-18,UPS2025085975,987654321,1Z999AA10677057348,GROUND,Los Angeles,IL,77001,Seattle,AZ,80201,5,30.3,55.2,24.4,22.2,11.3,13.5,51.28,54.61,0,0,3.33,0,0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10860602908,GROUND,Houston,TX,10001,Seattle,MA,98101,4,100.1,520.6,282.8,43.3,29.1,31.2,373.26,492.52,0,0,24.26,0,95.0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10221455110,GROUND,Chicago,NY,77001,Phoenix,WA,85001,6,90.7,90.7,45.2,23.8,14.6,18.1,206.35,219.76,0,0,13.41,0,0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10128847601,NEXT_DAY_AIR,New York,IL,90001,Boston,MA,33101,7,82.4,324.8,324.8,46.1,27.2,36.0,691.59,836.74,5.2,0,44.95,0,95.0,0,0,2
2024-05-18,UPS2025085975,987654321,1Z999AA10346662444,2ND_DAY_AIR,New York,CA,90001,Boston,FL,80201,3,115.5,171.5,171.5,43.8,33.6,16.2,443.69,572.73,5.2,0,28.84,0,95.0,0,0,3
2024-05-18,UPS2025085975,987654321,1Z999AA10501824590,GROUND,Los Angeles,IL,90001,Phoenix,FL,98101,7,14.6,90.3,49.2,25.1,22.9,11.9,186.98,222.33,5.2,18.0,12.15,0,0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10472047834,2ND_DAY_AIR,Houston,IL,77001,Miami,CO,80201,2,27.9,131.7,131.7,22.0,23.5,35.4,274.35,387.18,0,0,17.83,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10714656271,GROUND,Houston,NY,10001,Seattle,WA,33101,2,15.2,172.6,101.7,29.1,18.9,25.7,145.66,255.33,5.2,0,9.47,0,95.0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10609567086,GROUND,Houston,CA,77001,Seattle,CO,33101,3,47.8,157.1,157.1,33.8,21.9,29.5,378.08,497.66,0,0,24.58,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10956967821,2ND_DAY_AIR,Los Angeles,TX,10001,Seattle,CO,98101,8,52.0,52.0,10.0,24.0,8.4,6.9,141.59,155.99,5.2,0,9.2,0,0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10278526522,GROUND,Chicago,CA,77001,Miami,MA,33101,4,126.4,126.4,82.6,47.9,14.8,16.2,326.98,459.23,0,0,21.25,0,95.0,16.0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10127854422,GROUND,Chicago,IL,60601,Denver,CO,98101,7,130.2,130.2,51.7,22.6,19.5,16.3,155.85,171.18,5.2,0,10.13,0,0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10237731365,3_DAY_SELECT,Chicago,IL,10001,Boston,AZ,85001,7,106.8,204.7,24.9,6.3,26.4,20.8,416.26,538.32,0,0,27.06,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10298259353,GROUND,New York,CA,90001,Phoenix,MA,33101,6,6.1,562.5,306.3,45.5,32.6,28.7,1133.01,1301.66,0,0,73.65,0,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10610995136,2ND_DAY_AIR,Los Angeles,NY,90001,Seattle,FL,02101,5,91.0,91.0,15.1,8.1,9.4,27.5,96.47,102.74,0,0,6.27,0,0,0,0,3
2024-05-18,UPS2025085975,987654321,1Z999AA10665874965,NEXT_DAY_AIR,Houston,TX,90001,Phoenix,WA,85001,8,101.4,224.9,37.9,21.4,33.7,7.3,238.98,349.51,0,0,15.53,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10844791190,2ND_DAY_AIR,New York,IL,10001,Boston,MA,33101,5,46.3,235.6,235.6,46.0,20.0,35.6,425.71,553.58,5.2,0,27.67,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10322755791,3_DAY_SELECT,Los Angeles,TX,77001,Seattle,AZ,85001,5,135.2,210.5,210.5,27.9,34.5,30.4,176.62,288.3,5.2,0,11.48,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10554724238,2ND_DAY_AIR,New York,IL,90001,Denver,CO,80201,5,12.8,167.7,167.7,47.2,19.0,26.0,420.11,542.42,0,0,27.31,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10357353240,2ND_DAY_AIR,Chicago,NY,77001,Seattle,WA,80201,3,13.5,38.6,38.6,28.0,9.4,20.4,104.65,116.65,5.2,0,6.8,0,0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10878095211,2ND_DAY_AIR,New York,TX,10001,Seattle,WA,33101,6,64.0,102.6,44.7,21.7,8.7,32.9,238.63,365.14,0,0,15.51,0,95.0,16.0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10322631519,NEXT_DAY_AIR,Los Angeles,TX,90001,Denver,MA,33101,8,79.4,84.0,84.0,30.8,12.6,30.1,131.53,240.28,5.2,0,8.55,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10380864790,GROUND,New York,CA,90001,Seattle,AZ,80201,7,29.5,30.6,30.6,43.1,6.8,14.5,47.53,50.62,0,0,3.09,0,0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10153694715,GROUND,Houston,CA,60601,Miami,MA,02101,2,24.3,93.1,52.9,11.0,32.3,20.7,224.86,355.68,5.2,0,14.62,0,95.0,16.0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10112190233,NEXT_DAY_AIR,Chicago,IL,60601,Denver,FL,98101,2,120.9,120.9,73.7,12.8,23.2,34.5,279.21,397.56,5.2,0,18.15,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10595630534,GROUND,Houston,NY,10001,Seattle,CO,80201,5,64.8,64.8,19.5,12.7,8.0,26.7,167.59,178.48,0,0,10.89,0,0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10139806302,GROUND,Houston,TX,77001,Denver,WA,98101,7,135.1,135.1,89.3,31.1,35.0,11.4,153.67,276.66,0,18.0,9.99,0,95.0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10708136641,GROUND,Los Angeles,TX,60601,Phoenix,CO,85001,4,148.5,230.1,135.4,41.9,22.8,19.7,527.24,661.71,5.2,0,34.27,0,95.0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10424078672,GROUND,New York,IL,60601,Seattle,MA,33101,4,128.9,128.9,53.6,16.2,14.8,31.1,281.76,395.07,0,0,18.31,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10621088060,NEXT_DAY_AIR,Chicago,IL,10001,Seattle,CO,80201,5,130.8,303.1,43.2,12.4,35.1,13.8,254.39,365.93,0,0,16.54,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10738428798,GROUND,Los Angeles,IL,10001,Denver,MA,80201,8,96.8,282.0,157.5,23.3,30.7,30.6,443.27,572.28,5.2,0,28.81,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10834461699,NEXT_DAY_AIR,Los Angeles,TX,90001,Miami,FL,98101,6,144.0,144.0,51.6,28.6,16.6,15.1,290.67,309.56,0,0,18.89,0,0,0,0,2
2024-05-18,UPS2025085975,987654321,1Z999AA10318373296,GROUND,Houston,NY,77001,Seattle,CO,85001,8,115.6,115.6,84.5,43.4,13.2,20.5,129.7,238.33,5.2,0,8.43,0,95.0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10100867900,3_DAY_SELECT,Houston,NY,60601,Seattle,CO,33101,6,123.6,156.1,156.1,26.2,34.5,24.0,336.1,458.9,0,0,21.85,5.95,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10474346007,NEXT_DAY_AIR,Los Angeles,IL,77001,Seattle,MA,02101,8,10.7,74.1,74.1,38.1,7.7,35.1,157.42,262.65,0,0,10.23,0,95.0,0,0,2
2024-05-18,UPS2025085975,987654321,1Z999AA10538341739,2ND_DAY_AIR,Houston,NY,77001,Seattle,MA,80201,6,135.0,211.3,74.0,22.2,33.1,14.0,457.99,587.96,5.2,0,29.77,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10689917872,NEXT_DAY_AIR,Houston,NY,77001,Phoenix,MA,85001,6,4.5,119.0,62.7,41.5,12.5,16.8,368.12,505.05,0,18.0,23.93,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10370680925,GROUND,New York,IL,77001,Phoenix,FL,33101,6,51.6,84.0,84.0,20.9,24.6,22.7,118.04,225.91,5.2,0,7.67,0,95.0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10688870528,GROUND,New York,NY,60601,Phoenix,CO,98101,6,146.0,146.0,38.1,25.1,22.0,9.6,187.34,199.52,0,0,12.18,0,0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10423383554,NEXT_DAY_AIR,Los Angeles,IL,60601,Seattle,AZ,02101,5,89.4,89.4,56.9,31.3,7.2,35.1,207.23,320.9,5.2,0,13.47,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10394765498,3_DAY_SELECT,New York,CA,60601,Miami,CO,85001,3,42.1,212.7,212.7,29.2,30.5,33.2,473.53,599.31,0,0,30.78,0,95.0,0,1,3
2024-05-18,UPS2025085975,987654321,1Z999AA10176470441,NEXT_DAY_AIR,Los Angeles,TX,90001,Phoenix,FL,98101,7,76.1,88.7,88.7,26.4,29.0,16.1,178.51,303.11,0,18.0,11.6,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10837199327,NEXT_DAY_AIR,Chicago,NY,90001,Boston,WA,02101,5,147.4,147.4,108.8,28.1,20.0,26.9,324.31,445.59,5.2,0,21.08,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10596755907,NEXT_DAY_AIR,New York,CA,90001,Seattle,MA,33101,5,111.1,111.1,95.9,32.3,15.0,27.5,147.07,251.63,0,0,9.56,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10168086930,GROUND,Houston,IL,10001,Seattle,WA,98101,6,120.4,120.4,16.7,15.1,6.5,23.7,106.26,113.17,0,0,6.91,0,0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10291324734,NEXT_DAY_AIR,Chicago,CA,77001,Seattle,AZ,98101,8,121.4,273.2,273.2,46.1,23.2,35.5,571.71,703.87,0,0,37.16,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10183095923,2ND_DAY_AIR,New York,TX,60601,Seattle,AZ,98101,2,49.7,242.8,117.0,31.2,34.3,15.2,283.41,402.03,5.2,0,18.42,0,95.0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10303522404,GROUND,Los Angeles,CA,77001,Boston,AZ,02101,8,85.5,85.5,24.7,35.4,8.9,10.9,177.39,188.92,0,0,11.53,0,0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10687209943,GROUND,Chicago,NY,77001,Seattle,MA,02101,3,13.5,39.4,39.4,29.5,18.2,10.2,109.33,116.44,0,0,7.11,0,0,0,1,5
2024-05-18,UPS2025085975,987654321,1Z999AA10296309283,GROUND,Los Angeles,TX,10001,Seattle,FL,33101,4,117.8,117.8,21.6,7.8,22.4,17.2,182.73,194.61,0,0,11.88,0,0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10334396811,GROUND,Los Angeles,TX,60601,Denver,WA,85001,7,76.7,152.2,152.2,21.3,33.0,30.1,156.77,279.96,0,18.0,10.19,0,95.0,0,1,4
2024-05-18,UPS2025085975,987654321,1Z999AA10500660707,NEXT_DAY_AIR,Houston,CA,90001,Boston,WA,02101,7,130.4,142.7,142.7,30.3,26.5,24.7,425.43,548.08,0,0,27.65,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10409989340,2ND_DAY_AIR,Houston,CA,10001,Seattle,AZ,33101,8,30.3,58.4,15.6,21.9,8.2,12.1,94.17,106.24,0,0,6.12,5.95,0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10806966641,NEXT_DAY_AIR,Los Angeles,NY,10001,Boston,MA,02101,8,42.4,72.3,72.3,30.9,25.6,12.7,158.37,263.66,0,0,10.29,0,95.0,0,1,1
2024-05-18,UPS2025085975,987654321,1Z999AA10843200226,2ND_DAY_AIR,Houston,TX,60601,Miami,AZ,02101,7,112.1,205.8,18.0,15.7,10.6,15.0,246.26,267.47,5.2,0,16.01,0,0,0,1,2
2024-05-18,UPS2025085975,987654321,1Z999AA10280219555,GROUND,Los Angeles,CA,90001,Boston,WA,80201,5,49.8,49.8,4.8,15.7,6.4,6.7,84.53,95.22,5.2,0,5.49,0,0,0,1,4
