Invoice_Date,Invoice_Number,Account_Number,Tracking_Number,Service_Type,Origin_City,Origin_State,Origin_Zip,Dest_City,Dest_State,Dest_Zip,Zone,Actual_Weight,Billed_Weight,Dimensional_Weight,Length,Width,Height,Published_Charge,Net_Charge,Residential_Surcharge,Address_Correction_Fee,Fuel_Surcharge,Peak_Surcharge,Large_Package_Surcharge,Saturday_Delivery_Fee,On_Time_Delivery,Days_In_Transit
2024-02-20,UPS2025085781,987654321,1Z999AA10825595344,NEXT_DAY_AIR,Houston,IL,10001,Denver,AZ,33101,3,36.2,281.6,281.6,46.3,30.3,27.9,243.68,354.52,0,0,15.84,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10605440963,GROUND,Chicago,IL,77001,Boston,WA,98101,2,80.3,80.3,21.6,6.3,29.1,16.4,105.78,212.86,5.2,0,6.88,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10960085908,GROUND,Chicago,IL,10001,Phoenix,FL,98101,2,41.6,41.6,24.9,13.0,28.6,9.3,100.84,112.59,5.2,0,6.55,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10488604082,2ND_DAY_AIR,New York,IL,90001,Denver,FL,85001,6,83.0,94.9,94.9,21.3,25.9,23.9,95.89,197.12,0,0,6.23,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10257934015,NEXT_DAY_AIR,New York,IL,10001,Miami,FL,85001,6,129.0,129.0,100.5,47.9,24.3,12.0,402.36,528.71,5.2,0,26.15,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10866812229,3_DAY_SELECT,Houston,IL,10001,Denver,CO,02101,7,109.3,109.3,56.4,9.4,23.3,35.8,156.35,277.51,0,0,10.16,0,95.0,16.0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10669208053,GROUND,Los Angeles,CA,90001,Boston,MA,33101,6,141.1,141.1,18.5,8.9,22.0,13.1,273.03,290.78,0,0,17.75,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10210093706,GROUND,Houston,CA,90001,Boston,CO,33101,7,140.9,163.7,163.7,28.3,34.5,23.3,106.96,208.91,0,0,6.95,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10925123928,GROUND,New York,NY,90001,Denver,MA,80201,7,17.7,196.3,196.3,34.2,28.9,27.6,184.71,307.72,0,0,12.01,0,95.0,16.0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10173528773,GROUND,Los Angeles,TX,60601,Denver,MA,85001,7,47.4,187.6,76.8,18.7,34.0,16.8,193.28,300.84,0,0,12.56,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10277859323,GROUND,Houston,CA,10001,Boston,FL,80201,6,117.3,206.2,206.2,38.2,22.0,34.1,438.29,561.78,0,0,28.49,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10634117703,2ND_DAY_AIR,Los Angeles,CA,10001,Seattle,CO,98101,8,147.7,147.7,25.5,36.2,12.7,7.7,149.75,159.48,0,0,9.73,0,0,0,0,3
2024-02-20,UPS2025085781,987654321,1Z999AA10325815925,3_DAY_SELECT,Chicago,CA,90001,Boston,WA,98101,4,47.2,161.8,161.8,25.0,35.7,25.2,417.47,544.81,5.2,0,27.14,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10700827495,GROUND,Houston,TX,90001,Miami,CO,98101,2,58.9,160.7,160.7,30.7,23.7,30.7,231.16,341.19,0,0,15.03,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10888398959,GROUND,Chicago,CA,77001,Phoenix,CO,85001,6,46.0,110.6,55.9,39.1,12.2,16.3,104.6,206.4,0,0,6.8,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10209368106,GROUND,New York,NY,60601,Miami,CO,80201,4,120.9,128.0,128.0,40.7,17.7,24.7,288.36,402.1,0,0,18.74,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10515433896,2ND_DAY_AIR,Houston,CA,77001,Denver,MA,98101,3,103.8,217.7,109.4,44.7,28.6,11.9,296.29,415.75,5.2,0,19.26,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10882772097,GROUND,Houston,TX,77001,Miami,MA,33101,3,17.1,96.2,96.2,14.6,34.7,26.4,96.27,197.53,0,0,6.26,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10192808932,2ND_DAY_AIR,Los Angeles,CA,90001,Miami,WA,98101,2,40.6,50.5,50.5,28.8,26.2,9.3,101.54,203.14,0,0,6.6,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10678323327,GROUND,Los Angeles,IL,90001,Boston,MA,85001,4,126.5,126.5,88.3,42.8,30.5,9.4,256.76,373.65,5.2,0,16.69,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10498902254,GROUND,Chicago,TX,77001,Boston,MA,33101,2,118.2,118.2,27.3,9.3,15.1,27.0,303.22,322.93,0,0,19.71,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10102502620,2ND_DAY_AIR,Houston,CA,90001,Miami,CO,98101,7,12.5,112.1,59.4,12.0,30.2,22.8,110.51,233.89,5.2,0,7.18,0,95.0,16.0,0,3
2024-02-20,UPS2025085781,987654321,1Z999AA10234233001,NEXT_DAY_AIR,Los Angeles,CA,77001,Boston,WA,33101,4,134.2,134.2,110.1,32.7,17.8,26.3,390.36,510.73,0,0,25.37,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10587659659,GROUND,Los Angeles,IL,10001,Denver,CO,85001,6,66.1,66.1,56.2,16.0,20.6,23.7,49.97,166.22,0,18.0,3.25,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10142168189,NEXT_DAY_AIR,New York,CA,10001,Miami,CO,33101,7,82.6,82.6,37.0,18.9,17.8,15.3,290.8,309.7,0,0,18.9,0,0,0,0,2
2024-02-20,UPS2025085781,987654321,1Z999AA10356782799,GROUND,Chicago,NY,10001,Boston,FL,80201,8,43.8,50.1,50.1,8.9,29.0,27.0,115.05,217.53,0,0,7.48,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10463921978,GROUND,Los Angeles,CA,90001,Denver,AZ,33101,5,60.1,60.1,19.7,20.5,7.9,16.9,120.96,128.82,0,0,7.86,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10379050982,GROUND,Los Angeles,CA,10001,Phoenix,MA,98101,2,5.1,301.1,301.1,45.3,30.8,30.0,569.2,717.2,0,0,37.0,0,95.0,16.0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10134669628,NEXT_DAY_AIR,Houston,CA,60601,Denver,MA,98101,8,70.3,70.3,16.7,21.1,10.9,10.1,218.11,232.29,0,0,14.18,0,0,0,0,2
2024-02-20,UPS2025085781,987654321,1Z999AA10832734219,GROUND,Houston,NY,77001,Boston,WA,98101,6,57.2,57.2,24.7,10.8,35.7,8.9,82.54,182.91,0,0,5.37,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10337587462,NEXT_DAY_AIR,Los Angeles,TX,60601,Boston,FL,02101,8,138.6,301.8,301.8,38.3,30.6,35.8,686.76,826.4,0,0,44.64,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10462291322,GROUND,Houston,NY,90001,Phoenix,MA,02101,5,113.3,113.3,26.1,36.3,7.7,13.0,166.42,177.24,0,0,10.82,0,0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10909582496,GROUND,Houston,TX,77001,Seattle,MA,85001,8,4.8,118.9,118.9,43.6,22.7,16.7,272.16,384.85,0,0,17.69,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10647177614,NEXT_DAY_AIR,New York,TX,60601,Miami,FL,33101,4,59.0,94.3,94.3,35.0,29.5,12.7,132.33,251.93,0,0,8.6,0,95.0,16.0,0,2
2024-02-20,UPS2025085781,987654321,1Z999AA10649651017,GROUND,Los Angeles,IL,60601,Miami,FL,80201,8,122.5,122.5,20.3,7.7,11.4,32.1,186.07,198.16,0,0,12.09,0,0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10712307859,GROUND,Houston,NY,90001,Boston,AZ,85001,8,106.1,238.4,43.3,19.5,24.7,12.5,246.6,262.63,0,0,16.03,0,0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10138388573,2ND_DAY_AIR,Houston,TX,10001,Boston,FL,33101,8,94.7,138.2,138.2,45.9,16.1,26.0,295.9,410.13,0,0,19.23,0,95.0,0,0,3
2024-02-20,UPS2025085781,987654321,1Z999AA10919074489,GROUND,Houston,IL,90001,Miami,WA,02101,4,117.1,236.0,30.1,12.5,12.4,27.0,368.96,392.94,0,0,23.98,0,0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10808380745,GROUND,Houston,TX,90001,Denver,WA,33101,7,88.8,88.8,43.6,10.5,22.8,25.3,137.9,241.86,0,0,8.96,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10828404574,GROUND,Chicago,CA,10001,Seattle,WA,33101,5,86.1,86.1,65.5,26.9,18.6,18.2,112.25,214.55,0,0,7.3,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10816220878,GROUND,New York,CA,60601,Phoenix,CO,33101,3,110.5,127.0,127.0,46.5,13.0,29.2,301.28,415.86,0,0,19.58,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10957541291,2ND_DAY_AIR,Los Angeles,IL,10001,Denver,WA,02101,6,127.7,127.7,47.8,22.4,8.4,35.3,337.37,459.5,5.2,0,21.93,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10225417352,3_DAY_SELECT,Chicago,CA,90001,Denver,AZ,80201,4,16.8,216.9,216.9,39.6,30.7,24.8,201.52,309.62,0,0,13.1,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10937629626,GROUND,Chicago,CA,10001,Miami,MA,80201,3,33.4,113.0,113.0,17.1,26.1,35.2,211.65,336.41,0,0,13.76,0,95.0,16.0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10158047377,GROUND,Houston,NY,60601,Boston,MA,85001,5,149.0,354.7,11.3,11.2,9.2,15.2,513.88,552.48,5.2,0,33.4,0,0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10405594878,GROUND,Chicago,NY,10001,Phoenix,WA,33101,2,64.0,120.7,31.9,19.8,9.0,24.9,184.09,196.06,0,0,11.97,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10527163532,3_DAY_SELECT,Houston,NY,77001,Seattle,WA,85001,3,148.0,148.0,55.6,15.3,33.7,15.0,130.05,233.5,0,0,8.45,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10125705914,GROUND,New York,TX,77001,Seattle,CO,02101,7,89.6,89.6,25.1,29.0,14.0,8.6,86.08,96.88,5.2,0,5.6,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10391022431,GROUND,Los Angeles,NY,77001,Miami,FL,80201,4,94.1,94.1,33.1,9.1,25.9,19.5,237.09,352.7,5.2,0,15.41,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10950026618,GROUND,Houston,CA,60601,Denver,MA,33101,4,137.7,137.7,26.3,7.2,28.2,18.0,263.89,376.04,0,0,17.15,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10783849032,GROUND,Chicago,CA,10001,Miami,WA,02101,5,13.4,41.1,41.1,37.8,6.8,22.2,45.01,71.14,5.2,18.0,2.93,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10938439191,3_DAY_SELECT,Los Angeles,NY,90001,Denver,WA,85001,8,82.7,82.7,26.3,9.2,18.4,21.6,168.86,179.84,0,0,10.98,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10874157313,GROUND,Houston,IL,77001,Boston,CO,33101,8,31.7,72.0,72.0,18.6,26.5,20.3,149.81,259.75,5.2,0,9.74,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10735075476,GROUND,New York,NY,90001,Boston,MA,02101,3,51.2,106.4,106.4,19.4,22.9,33.3,112.09,219.58,5.2,0,7.29,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10518846890,GROUND,Houston,NY,10001,Phoenix,FL,98101,6,147.0,167.5,167.5,40.3,26.5,21.8,369.05,488.04,0,0,23.99,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10452592118,GROUND,Los Angeles,NY,90001,Denver,CO,02101,5,110.5,110.5,62.6,13.1,19.2,34.6,269.86,382.4,0,0,17.54,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10736399965,3_DAY_SELECT,Houston,CA,60601,Miami,FL,80201,4,69.2,69.2,51.8,22.4,12.5,25.7,160.74,266.19,0,0,10.45,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10492469632,2ND_DAY_AIR,Los Angeles,NY,77001,Boston,FL,85001,2,107.6,154.4,154.4,23.3,26.7,34.5,150.35,260.32,5.2,0,9.77,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10167850315,GROUND,Los Angeles,NY,90001,Miami,CO,98101,8,33.3,140.1,140.1,37.4,26.3,19.8,339.8,490.89,0,18.0,22.09,0,95.0,16.0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10218418337,2ND_DAY_AIR,Chicago,TX,10001,Boston,WA,33101,6,68.3,367.3,367.3,41.8,35.3,34.6,650.77,793.27,5.2,0,42.3,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10293254516,GROUND,Los Angeles,TX,60601,Phoenix,AZ,02101,3,9.8,32.6,32.6,22.8,7.1,28.0,95.25,106.64,5.2,0,6.19,0,0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10857643509,2ND_DAY_AIR,Houston,IL,60601,Miami,CO,33101,5,63.7,63.7,39.5,6.3,26.7,32.6,171.14,277.26,0,0,11.12,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10646836334,GROUND,New York,CA,60601,Miami,WA,33101,5,65.8,65.8,50.7,44.6,14.5,10.9,146.71,161.45,5.2,0,9.54,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10171024052,GROUND,Chicago,IL,10001,Phoenix,CO,80201,2,21.3,104.0,104.0,31.8,24.3,18.7,97.33,214.66,0,0,6.33,0,95.0,16.0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10708403182,NEXT_DAY_AIR,New York,NY,60601,Phoenix,FL,85001,2,99.2,99.2,52.5,20.6,10.7,33.1,194.03,306.84,5.2,0,12.61,0,95.0,0,0,2
2024-02-20,UPS2025085781,987654321,1Z999AA10816858207,GROUND,Los Angeles,IL,60601,Denver,FL,85001,7,98.2,98.2,57.0,28.5,20.0,13.9,86.76,187.4,0,0,5.64,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10237410669,GROUND,Los Angeles,TX,90001,Miami,FL,02101,4,29.2,79.2,79.2,36.9,34.3,8.7,191.87,304.54,5.2,0,12.47,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10550461029,2ND_DAY_AIR,New York,NY,10001,Boston,CO,02101,3,36.6,300.2,300.2,47.5,25.1,35.0,372.98,497.42,5.2,0,24.24,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10547613521,GROUND,Chicago,NY,90001,Denver,CO,85001,4,120.8,188.5,188.5,24.2,35.5,30.5,259.06,376.1,5.2,0,16.84,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10100616318,NEXT_DAY_AIR,Los Angeles,NY,90001,Denver,MA,02101,4,127.7,127.7,112.3,22.9,28.4,24.0,233.43,364.8,5.2,0,15.17,0,95.0,16.0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10892368421,GROUND,New York,CA,90001,Phoenix,FL,85001,6,106.9,106.9,7.1,7.0,9.5,14.9,279.48,297.65,0,0,18.17,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10515139858,2ND_DAY_AIR,Chicago,NY,10001,Seattle,AZ,80201,7,73.1,87.5,87.5,17.9,27.3,24.9,129.65,249.08,0,0,8.43,0,95.0,16.0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10165135747,NEXT_DAY_AIR,Houston,IL,60601,Denver,MA,98101,3,13.1,72.2,72.2,32.7,18.6,16.5,169.19,291.19,0,0,11.0,0,95.0,16.0,0,2
2024-02-20,UPS2025085781,987654321,1Z999AA10206030916,NEXT_DAY_AIR,Los Angeles,NY,10001,Seattle,CO,33101,3,29.5,205.8,112.7,29.7,14.9,35.4,267.79,380.2,0,0,17.41,0,95.0,0,0,2
2024-02-20,UPS2025085781,987654321,1Z999AA10833646390,NEXT_DAY_AIR,Los Angeles,NY,77001,Miami,WA,33101,5,107.2,238.1,114.5,43.1,21.1,17.5,408.07,545.59,0,0,26.52,0,95.0,16.0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10353724640,NEXT_DAY_AIR,New York,IL,60601,Miami,AZ,02101,5,17.6,225.8,225.8,41.2,27.3,27.9,515.57,644.08,0,0,33.51,0,95.0,0,0,2
2024-02-20,UPS2025085781,987654321,1Z999AA10154383070,GROUND,New York,IL,90001,Boston,AZ,80201,3,114.7,114.7,109.4,42.1,15.5,23.3,301.44,416.03,0,0,19.59,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10521840587,3_DAY_SELECT,Los Angeles,TX,77001,Boston,MA,98101,4,14.1,180.1,75.5,42.7,12.6,19.5,168.01,273.93,0,0,10.92,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10724068649,NEXT_DAY_AIR,Los Angeles,NY,10001,Denver,CO,80201,3,97.3,97.3,70.0,41.0,34.9,6.8,134.71,238.47,0,0,8.76,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10185343366,NEXT_DAY_AIR,Chicago,IL,77001,Miami,FL,02101,4,69.3,166.6,66.4,35.5,26.8,9.7,236.04,362.38,0,0,15.34,0,95.0,16.0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10270252071,GROUND,Los Angeles,CA,60601,Seattle,FL,80201,5,83.1,83.1,23.6,14.5,14.8,15.3,113.96,121.37,0,0,7.41,0,0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10786406999,GROUND,Houston,CA,10001,Boston,FL,02101,8,17.0,35.4,35.4,17.4,11.0,25.7,55.91,64.74,5.2,0,3.63,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10653264069,2ND_DAY_AIR,New York,IL,60601,Phoenix,WA,02101,4,148.2,148.2,91.6,46.0,18.1,15.3,397.28,518.1,0,0,25.82,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10927381237,2ND_DAY_AIR,Chicago,IL,60601,Boston,MA,33101,3,55.6,100.5,100.5,17.2,24.4,33.3,285.73,399.3,0,0,18.57,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10577432967,3_DAY_SELECT,New York,NY,77001,Phoenix,MA,33101,2,71.8,88.6,88.6,34.4,35.8,10.0,198.34,306.23,0,0,12.89,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10172336673,GROUND,Los Angeles,NY,90001,Seattle,CO,98101,3,72.8,72.8,69.7,35.6,13.6,20.0,73.0,172.75,0,0,4.75,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10950141448,2ND_DAY_AIR,Los Angeles,TX,77001,Phoenix,AZ,80201,5,87.6,87.6,26.2,10.8,28.8,11.7,173.15,184.4,0,0,11.25,0,0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10946586894,GROUND,Houston,IL,90001,Phoenix,CO,80201,7,72.8,72.8,58.7,26.0,9.2,34.1,68.13,172.76,5.2,0,4.43,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10104369769,GROUND,Los Angeles,CA,10001,Phoenix,CO,02101,4,63.6,63.6,13.7,7.6,15.4,16.3,93.8,115.9,0,0,6.1,0,0,16.0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10305822054,GROUND,Houston,NY,60601,Phoenix,AZ,02101,3,100.1,165.4,65.9,36.7,22.1,11.3,239.56,350.13,0,0,15.57,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10306321287,GROUND,Houston,IL,77001,Miami,MA,80201,3,3.4,26.0,26.0,13.6,32.4,8.2,69.03,73.52,0,0,4.49,0,0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10942137398,3_DAY_SELECT,Los Angeles,NY,77001,Seattle,FL,98101,2,69.6,211.2,211.2,33.0,33.2,26.8,527.18,672.45,0,0,34.27,0,95.0,16.0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10645346640,GROUND,Chicago,TX,77001,Seattle,CO,80201,3,118.9,118.9,91.0,44.0,9.3,30.9,147.49,252.08,0,0,9.59,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10194613124,NEXT_DAY_AIR,Chicago,TX,60601,Boston,WA,98101,3,87.5,87.5,84.4,38.3,20.7,14.8,241.69,352.4,0,0,15.71,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10993217748,GROUND,Los Angeles,TX,10001,Miami,MA,85001,5,129.6,129.6,58.6,47.7,15.8,10.8,113.24,215.6,0,0,7.36,0,95.0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10787514602,GROUND,Chicago,IL,10001,Boston,FL,85001,7,59.3,59.3,4.0,6.6,9.9,8.6,159.95,175.55,5.2,0,10.4,0,0,0,1,3
2024-02-20,UPS2025085781,987654321,1Z999AA10560344974,GROUND,Chicago,CA,77001,Seattle,MA,02101,8,75.8,75.8,64.3,21.1,29.4,14.4,186.72,299.06,5.2,0,12.14,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10534630758,NEXT_DAY_AIR,Los Angeles,IL,10001,Miami,MA,33101,8,69.1,69.1,64.2,25.0,22.3,16.0,189.15,301.64,5.2,0,12.29,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10336638475,NEXT_DAY_AIR,Chicago,CA,77001,Phoenix,FL,33101,5,87.6,87.6,56.5,37.5,22.5,9.3,244.09,354.96,0,0,15.87,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10470666872,GROUND,Los Angeles,IL,10001,Boston,AZ,33101,4,4.6,79.3,79.3,23.4,19.3,24.4,194.26,301.89,0,0,12.63,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10478941249,GROUND,New York,NY,60601,Denver,WA,98101,7,122.4,157.8,157.8,33.1,25.1,26.4,344.75,467.36,5.2,0,22.41,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10292804182,2ND_DAY_AIR,Los Angeles,TX,90001,Seattle,MA,98101,2,31.3,46.9,46.9,21.0,26.3,11.8,113.12,233.47,0,18.0,7.35,0,95.0,0,1,2
2024-02-20,UPS2025085781,987654321,1Z999AA10994913569,NEXT_DAY_AIR,Chicago,TX,10001,Denver,CO,85001,2,31.1,320.2,152.7,38.8,17.2,31.8,438.78,562.3,0,0,28.52,0,95.0,0,1,1
2024-02-20,UPS2025085781,987654321,1Z999AA10423780284,GROUND,Houston,CA,60601,Miami,CO,85001,7,68.2,271.2,271.2,39.3,34.5,27.8,417.77,539.93,0,0,27.16,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10201885206,GROUND,Houston,NY,77001,Phoenix,WA,85001,3,33.3,72.5,72.5,9.8,35.2,29.2,69.93,169.48,0,0,4.55,0,95.0,0,1,5
2024-02-20,UPS2025085781,987654321,1Z999AA10408740355,GROUND,Chicago,NY,90001,Miami,MA,80201,7,117.1,170.6,170.6,44.3,19.4,27.6,204.58,312.88,0,0,13.3,0,95.0,0,1,4
2024-02-20,UPS2025085781,987654321,1Z999AA10586603407,NEXT_DAY_AIR,Houston,NY,77001,Phoenix,FL,98101,4,93.4,93.4,7.2,7.7,6.9,18.9,271.01,288.63,0,0,17.62,0,0,0,0,2
2024-02-20,UPS2025085781,987654321,1Z999AA10888911621,2ND_DAY_AIR,Chicago,CA,10001,Denver,WA,33101,8,105.4,105.4,37.5,35.5,22.6,6.5,154.44,164.48,0,0,10.04,0,0,0,0,3
2024-02-20,UPS2025085781,987654321,1Z999AA10306889551,2ND_DAY_AIR,Houston,CA,60601,Boston,AZ,33101,6,20.3,147.1,147.1,25.0,30.4,26.9,348.76,471.63,5.2,0,22.67,0,95.0,0,1,2
