Invoice_Date,Invoice_Number,Account_Number,Tracking_Number,Service_Type,Origin_City,Origin_State,Origin_Zip,Dest_City,Dest_State,Dest_Zip,Zone,Actual_Weight,Billed_Weight,Dimensional_Weight,Length,Width,Height,Published_Charge,Net_Charge,Residential_Surcharge,Address_Correction_Fee,Fuel_Surcharge,Peak_Surcharge,Large_Package_Surcharge,Saturday_Delivery_Fee,On_Time_Delivery,Days_In_Transit
2024-04-05,UPS2025084311,987654321,1Z999AA10212197256,3_DAY_SELECT,Los Angeles,IL,77001,Phoenix,AZ,02101,8,55.0,156.0,156.0,38.3,24.4,23.2,225.18,340.77,0,0,14.64,5.95,95.0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10832594940,2ND_DAY_AIR,New York,TX,60601,Denver,FL,02101,8,83.2,213.8,110.3,32.8,26.7,17.5,430.91,553.92,0,0,28.01,0,95.0,0,1,2
2024-04-05,UPS2025084311,987654321,1Z999AA10893098708,GROUND,Chicago,TX,10001,Boston,FL,98101,4,70.0,158.8,158.8,42.6,25.4,20.4,137.02,240.93,0,0,8.91,0,95.0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10183278739,GROUND,Los Angeles,NY,10001,Phoenix,CO,33101,5,40.0,71.7,71.7,17.7,19.9,28.3,68.0,183.42,0,0,4.42,0,95.0,16.0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10223601465,GROUND,Los Angeles,IL,90001,Miami,AZ,85001,4,124.6,124.6,20.3,12.6,13.9,16.1,201.51,214.61,0,0,13.1,0,0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10242197103,GROUND,New York,CA,10001,Boston,CO,80201,6,105.5,105.5,19.3,46.4,6.1,9.5,177.19,193.91,5.2,0,11.52,0,0,0,1,5
2024-04-05,UPS2025084311,987654321,1Z999AA10261412890,3_DAY_SELECT,Chicago,IL,77001,Denver,FL,85001,3,17.5,60.4,60.4,15.7,16.1,33.2,58.07,167.99,5.2,0,3.77,5.95,95.0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10425716473,NEXT_DAY_AIR,Los Angeles,CA,60601,Boston,MA,33101,2,0.6,62.8,28.0,17.8,14.3,15.3,184.07,201.23,5.2,0,11.96,0,0,0,1,1
2024-04-05,UPS2025084311,987654321,1Z999AA10280079638,GROUND,Los Angeles,NY,60601,Seattle,FL,80201,7,12.2,124.5,58.5,35.0,7.3,31.8,307.09,427.25,5.2,0,19.96,0,95.0,0,1,5
2024-04-05,UPS2025084311,987654321,1Z999AA10188743582,GROUND,New York,IL,60601,Phoenix,FL,33101,7,13.6,552.0,226.1,37.2,32.5,26.0,1039.75,1207.53,5.2,0,67.58,0,95.0,0,1,5
2024-04-05,UPS2025084311,987654321,1Z999AA10661582904,GROUND,Houston,IL,90001,Phoenix,FL,33101,2,71.3,325.9,325.9,47.0,27.7,34.8,683.69,823.13,0,0,44.44,0,95.0,0,1,4
2024-04-05,UPS2025084311,987654321,1Z999AA10503893604,2ND_DAY_AIR,Chicago,CA,10001,Phoenix,WA,80201,6,7.7,76.7,40.0,41.0,14.9,9.1,134.5,143.24,0,0,8.74,0,0,0,1,2
2024-04-05,UPS2025084311,987654321,1Z999AA10691097844,GROUND,Houston,CA,90001,Miami,WA,02101,3,10.6,10.6,7.3,7.2,18.7,7.5,20.38,21.7,0,0,1.32,0,0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10628366841,GROUND,Houston,NY,90001,Miami,WA,85001,4,2.5,79.4,42.9,28.0,14.3,14.9,71.43,76.07,0,0,4.64,0,0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10807838257,NEXT_DAY_AIR,Houston,TX,10001,Miami,WA,02101,7,9.0,18.2,18.2,10.8,31.3,7.5,129.36,142.97,5.2,0,8.41,0,0,0,1,1
2024-04-05,UPS2025084311,987654321,1Z999AA10312544980,GROUND,Los Angeles,TX,60601,Seattle,AZ,80201,2,123.5,204.2,28.3,28.7,6.2,22.1,223.13,255.63,0,18.0,14.5,0,0,0,1,4
2024-04-05,UPS2025084311,987654321,1Z999AA10207459038,GROUND,Los Angeles,NY,60601,Boston,CO,98101,3,136.2,136.2,102.3,27.1,28.2,18.6,339.74,478.77,0,0,22.08,5.95,95.0,16.0,1,5
2024-04-05,UPS2025084311,987654321,1Z999AA10269011065,2ND_DAY_AIR,Chicago,NY,10001,Denver,AZ,33101,4,149.6,149.6,89.8,18.0,23.5,29.5,278.15,396.43,5.2,0,18.08,0,95.0,0,1,2
2024-04-05,UPS2025084311,987654321,1Z999AA10112095967,GROUND,Los Angeles,CA,90001,Denver,MA,85001,7,19.9,455.5,205.8,32.4,28.3,31.2,973.2,1136.66,5.2,0,63.26,0,95.0,0,1,4
2024-04-05,UPS2025084311,987654321,1Z999AA10600529753,GROUND,New York,TX,10001,Phoenix,WA,85001,2,52.0,67.4,67.4,20.1,35.6,13.1,164.99,276.66,0,0,10.72,5.95,95.0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10938017187,2ND_DAY_AIR,Houston,IL,10001,Phoenix,AZ,02101,2,63.2,63.2,33.7,29.1,15.8,10.2,124.52,148.61,0,0,8.09,0,0,16.0,1,2
2024-04-05,UPS2025084311,987654321,1Z999AA10993462392,GROUND,New York,TX,10001,Seattle,AZ,98101,6,91.5,303.9,123.7,16.1,35.6,30.0,469.09,600.53,0,0,30.49,5.95,95.0,0,0,4
2024-04-05,UPS2025084311,987654321,1Z999AA10480970370,GROUND,New York,CA,60601,Phoenix,CO,80201,3,15.0,182.0,182.0,41.0,24.1,25.6,269.75,382.28,0,0,17.53,0,95.0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10516557615,GROUND,Houston,IL,10001,Phoenix,MA,85001,2,78.7,155.0,155.0,35.0,22.8,27.0,125.6,228.76,0,0,8.16,0,95.0,0,0,5
2024-04-05,UPS2025084311,987654321,1Z999AA10760783426,GROUND,Houston,IL,10001,Boston,CO,80201,2,89.5,251.2,251.2,41.2,33.5,25.3,453.32,595.79,0,18.0,29.47,0,95.0,0,1,5
2024-04-05,UPS2025084311,987654321,1Z999AA10243841485,NEXT_DAY_AIR,Houston,IL,60601,Seattle,MA,02101,2,8.1,215.6,215.6,46.4,29.9,21.6,515.78,644.31,0,0,33.53,0,95.0,0,1,1
2024-04-05,UPS2025084311,987654321,1Z999AA10699888650,NEXT_DAY_AIR,New York,NY,10001,Seattle,WA,33101,2,125.5,125.5,15.3,16.0,8.6,15.5,328.2,365.53,0,0,21.33,0,0,16.0,1,1
2024-04-05,UPS2025084311,987654321,1Z999AA10393925678,GROUND,New York,TX,10001,Boston,AZ,80201,7,123.0,123.0,28.9,10.2,13.7,28.7,201.08,214.15,0,0,13.07,0,0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10169542939,2ND_DAY_AIR,Chicago,NY,77001,Seattle,CO,02101,8,26.6,276.3,133.8,32.6,18.7,30.5,319.22,450.97,0,0,20.75,0,95.0,16.0,1,2
2024-04-05,UPS2025084311,987654321,1Z999AA10233483079,GROUND,New York,TX,10001,Phoenix,FL,33101,6,13.2,46.7,46.7,32.9,22.4,8.8,90.85,96.76,0,0,5.91,0,0,0,1,5
2024-04-05,UPS2025084311,987654321,1Z999AA10459559057,GROUND,New York,IL,10001,Boston,FL,33101,4,126.0,138.4,138.4,27.9,29.1,23.7,337.77,470.73,0,0,21.96,0,95.0,16.0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10506231283,GROUND,Houston,NY,77001,Phoenix,WA,02101,7,101.6,101.6,24.1,45.1,9.3,8.0,166.37,177.18,0,0,10.81,0,0,0,1,5
2024-04-05,UPS2025084311,987654321,1Z999AA10573827192,GROUND,Houston,IL,10001,Seattle,AZ,33101,4,80.7,188.4,50.8,33.8,28.6,7.3,485.62,617.39,5.2,0,31.57,0,95.0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10674175716,2ND_DAY_AIR,Houston,CA,10001,Phoenix,AZ,98101,5,8.0,351.0,145.8,41.0,15.3,32.3,573.34,710.81,5.2,0,37.27,0,95.0,0,1,2
2024-04-05,UPS2025084311,987654321,1Z999AA10342084590,NEXT_DAY_AIR,Chicago,CA,60601,Seattle,AZ,85001,2,138.9,323.4,182.9,41.3,21.6,28.5,508.02,647.19,5.2,0,33.02,5.95,95.0,0,1,1
2024-04-05,UPS2025084311,987654321,1Z999AA10855032072,NEXT_DAY_AIR,Los Angeles,TX,60601,Denver,MA,80201,2,138.1,138.1,122.8,33.3,29.8,17.2,302.87,417.56,0,0,19.69,0,95.0,0,1,1
2024-04-05,UPS2025084311,987654321,1Z999AA10282953810,GROUND,Houston,CA,10001,Miami,FL,98101,8,116.2,261.0,44.7,40.6,23.9,6.4,559.51,690.88,0,0,36.37,0,95.0,0,1,4
2024-04-05,UPS2025084311,987654321,1Z999AA10566820842,GROUND,Houston,NY,77001,Phoenix,WA,98101,7,34.0,124.9,58.9,21.0,30.2,12.9,168.47,290.42,0,0,10.95,0,95.0,16.0,1,5
2024-04-05,UPS2025084311,987654321,1Z999AA10986616202,GROUND,Los Angeles,NY,90001,Phoenix,WA,98101,6,49.9,117.5,58.7,30.1,25.1,10.8,99.6,206.27,5.2,0,6.47,0,95.0,0,0,4
2024-04-05,UPS2025084311,987654321,1Z999AA10465252749,GROUND,Chicago,CA,90001,Miami,MA,85001,2,71.6,102.8,102.8,42.2,18.2,18.6,210.45,319.13,0,0,13.68,0,95.0,0,1,4
2024-04-05,UPS2025084311,987654321,1Z999AA10542974590,3_DAY_SELECT,New York,IL,77001,Denver,AZ,02101,5,88.3,88.3,35.1,42.2,9.1,12.7,70.37,90.94,0,0,4.57,0,0,16.0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10377422890,2ND_DAY_AIR,New York,CA,10001,Phoenix,CO,80201,3,140.4,140.4,13.7,6.3,15.4,19.6,341.83,387.25,5.2,18.0,22.22,0,0,0,1,2
2024-04-05,UPS2025084311,987654321,1Z999AA10680115529,GROUND,Houston,CA,90001,Boston,MA,02101,5,48.4,148.8,148.8,40.9,24.2,20.9,240.48,362.26,5.2,0,15.63,5.95,95.0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10212730346,3_DAY_SELECT,Chicago,NY,10001,Miami,WA,02101,5,85.1,85.1,70.6,40.4,9.0,27.0,230.2,340.16,0,0,14.96,0,95.0,0,1,3
2024-04-05,UPS2025084311,987654321,1Z999AA10451973926,NEXT_DAY_AIR,Los Angeles,TX,60601,Phoenix,MA,80201,4,31.9,213.7,213.7,34.5,29.9,28.8,550.59,681.38,0,0,35.79,0,95.0,0,1,1
